Age,Income,SpendingScore,ProductViews,CartAdditions,CategoryInterest,BrandLoyalty,DiscountSensitivity,TimeOnSite,PreviousPurchases,AffinityScore
21,148568,5.4460401543644235,10,6,7,0.7298689177260871,0.7169373077968102,288.1588053412046,38,0.6480896054186251
37,39142,15.884241598444886,6,6,6,0.6704880100494979,0.06630563381803556,267.95560113699526,11,0.25881501487412106
27,45104,42.92888513780124,12,11,4,0.8376099435263301,0.35654202139649604,248.10617520274707,42,0.5060886507574601
41,28625,19.447014158096326,10,10,5,0.05099616691166897,0.11799779388111387,283.70003686072425,22,0.27888091407824367
52,59199,37.024158969061446,7,7,5,0.5352795965817476,0.5615664956759794,280.17219221465405,2,0.4441507861352999
43,140725,13.780538636103703,7,4,9,0.6603216423238853,0.8376290808810547,360.8139134299985,49,0.613345859569745
54,35926,46.194663915457234,10,5,5,0.6754405502295904,0.40998685675912294,372.7715027592978,16,0.38118854850360845
55,51218,27.89776700075667,3,8,2,0.922438222767288,0.22560405990139243,288.3748112707091,21,0.41777053928461316
38,64472,35.83860052010742,11,6,7,0.41161655171614686,0.30460829359767283,310.4474059902727,45,0.4006642937978981
57,111916,10.336952494812012,11,10,9,0.7951151457112624,0.5731883656079642,320.32155447279314,28,0.5311215419654771
56,143182,43.38467702030403,7,6,7,0.7860343026734359,0.7675331755901658,284.880028436518,26,0.6038030989714002
38,40566,98.34250348519541,8,8,8,0.2688629241118895,0.6898602152975326,270.65718073026835,42,0.5746027360781758
27,76125,33.55447164123784,10,2,3,0.2682965985083803,0.9421704828631668,311.5778687731657,6,0.47170979895381265
55,53205,87.76649820940106,13,6,9,0.9428452245006597,0.8838722951979673,303.71149974969507,3,0.4454689524143475
63,129084,84.47671502074483,10,7,7,0.3244026183791978,0.10491197875470004,254.89264147844438,42,0.6776948558531405
21,49717,95.25378341142385,10,8,4,0.4144021068450905,0.7036903547345369,336.78705514270234,10,0.5076116971460103
62,69984,79.22084171444236,10,7,7,0.6039516858638249,0.393653845669922,364.32178338860524,32,0.6081514145285674
37,127292,66.30008587882269,13,4,3,0.3165701305300568,0.33614384343034875,336.6872310846258,34,0.5915275185062637
34,45135,85.80185997851831,11,8,7,0.6618006999058109,0.47588085474580855,390.69778896166156,27,0.5707534228151235
24,48164,8.488823385077614,10,6,3,0.28944148329396735,0.7662668018910415,374.8126797054632,17,0.32387189747473805
21,94489,46.820235062681974,14,4,2,0.5273299244898417,0.41678739761987016,334.1490750976328,5,0.447270372682348
46,58562,98.93636762289083,11,6,1,0.5595872592532908,0.8210789184160036,213.92302879228515,22,0.6080479182060804
31,89110,77.1904149781785,7,7,6,0.8005645510697756,0.4719347913007582,285.9887407127454,33,0.7248344479267527
20,40169,96.24546242568509,16,6,3,0.8600710255007262,0.06037849660177874,356.27862001143524,15,0.4431918571442507
41,79858,78.18380125721443,12,8,2,0.6815946752772785,0.630347477597933,324.33250782268624,22,0.5840823938421043
54,41604,87.61331477677227,8,6,3,0.2700112838058595,0.7807790026943293,336.91988229192464,34,0.46836400056930094
33,109670,70.94643359801591,9,6,8,0.46385815968206356,0.3159822419677757,230.3923149597776,5,0.5014699130747311
69,134605,76.28969843730674,13,4,3,0.5628483597209486,0.22214220003640917,335.40727907135806,23,0.578577223058727
21,108738,52.79462297411057,12,6,4,0.2978266196659892,0.6401781852738653,310.3606331792263,14,0.4658499099895381
41,20684,92.49953238059916,8,4,2,0.9400001711144365,0.3526419229414849,335.24298600787836,49,0.5369570930419519
51,148140,82.6788521517128,15,4,8,0.10862419544145252,0.9057901219540287,329.35332704315357,8,0.6467043522658619
47,122537,84.54461160089758,8,5,6,0.8334543535019446,0.7668172370005032,382.1451038552699,45,0.6887965256194408
35,135265,67.62790099534219,7,3,9,0.4264164868393935,0.4611929152198916,325.5921734043374,7,0.49994468189435043
36,131301,31.153414761637652,7,4,8,0.945509646744487,0.9755662676703893,323.58001016755725,32,0.6813652582372411
48,28007,4.527349743623794,9,6,4,0.5325422284074919,0.34450480373925074,224.46805652987388,25,0.24175532715590498
36,134915,93.62985781154491,13,4,8,0.7297087731090564,0.4446215931806058,349.09009461378173,16,0.7777692776407821
66,120632,59.02591453174419,12,4,1,0.734481461052204,0.6489367586056602,323.8685940562715,30,0.6104252931130982
63,137419,30.516154143665887,15,10,9,0.6980035407882863,0.5120323489459365,275.4955757543904,10,0.5770226082550409
36,61787,15.764375676906242,9,6,5,0.04937742993070393,0.3443873996205422,252.71509987334832,25,0.29920088870106865
39,69582,83.1227933845747,6,5,4,0.622172627564419,0.41778990519741477,284.2038661519152,3,0.40607678501089806
41,94791,83.81549925031031,11,5,5,0.8948094168599477,0.8636804161174854,370.0003379918395,7,0.5447540645577029
62,117798,81.63628884492262,10,6,1,0.8435079707226235,0.19820935550798524,418.3564170277576,23,0.6982663035903395
29,103629,64.86318650471185,17,6,2,0.9149471818165362,0.31762141352855233,284.5641482883672,22,0.6398423666640908
47,25782,37.23552337159572,4,6,2,0.4443877379829141,0.19851908983412858,252.95481936377465,13,0.2331937103489284
55,86770,31.102958193245442,11,5,9,0.4545995683828049,0.5122094175971323,350.48836346450696,38,0.5000352646524764
48,77645,1.8469222416988482,8,7,6,0.8081874855137471,0.1608964498893154,282.4307585980866,42,0.4825561190231886
53,123509,83.52714831013579,5,9,3,0.30346974859291864,0.17113713562657717,347.0746807612704,18,0.5276784540765338
36,119724,9.655837051870604,8,8,4,0.7650739777034725,0.8342932229464242,344.08192027152984,1,0.5088016202635531
65,51996,63.44474480603599,6,4,1,0.5044010258638132,0.7030275707644692,247.1772369334387,3,0.3819676311159135
62,49204,50.90341973716875,13,7,7,0.26432962355691325,0.1885045514432303,305.1051342078228,43,0.41767781942321147
53,37152,53.142246533708764,7,1,7,0.6436813156152061,0.38666597577366846,187.37888950626447,48,0.46437052133105333
47,75186,92.74457168546955,9,7,8,0.2957944704760769,0.916886466902396,344.44626946771393,10,0.5782351888604389
66,127900,4.129886115852969,9,6,1,0.6717783580076929,0.8701108964138716,278.6620545801839,31,0.5779581789708886
50,110555,77.56583023824847,11,6,9,0.5693073206916326,0.6544919897855779,262.5541592370214,18,0.4905586258914174
35,105024,6.153187438363406,10,6,2,0.7221943079389873,0.28398339555252383,299.9706927819923,24,0.4759681391394013
69,122659,4.777206987602343,11,7,1,0.5990605171641283,0.37328801568405146,291.9632379333112,49,0.5251428661945432
66,39689,43.55195211599681,8,7,1,0.758285076391133,0.6532504172914008,273.64317280628745,49,0.5888981584218901
45,70690,7.244442259953706,8,3,8,0.9962101436609158,0.5604725348271152,276.3526491204328,32,0.45103421160828927
64,114042,79.1252511779983,9,7,3,0.4677677055175423,0.5606273379632406,295.2768493738108,12,0.5739489833127945
28,103251,53.42674627118538,9,8,6,0.5982508787863814,0.4233709680886235,301.10446772493435,40,0.6749468115161611
62,77320,3.87483948331767,11,3,6,0.1018907937660849,0.0902306561536872,359.1126788732862,2,0.2344362928887215
50,84226,5.009567961710031,9,5,2,0.9504099332969388,0.1215475772917668,402.0385923212431,14,0.3984404406814958
34,76091,61.65418444420846,8,8,2,0.5963367703743238,0.8353214307016228,332.16564007581565,29,0.49518721091072304
23,126565,80.80506994818208,13,6,1,0.10280194863583392,0.8841240029542176,306.09843947052894,35,0.6223868990499786
21,99301,44.34215359620258,8,7,9,0.40001167385195935,0.893698969299542,224.88557591218003,10,0.4719608882261337
37,41942,55.903486482026814,8,6,1,0.08129358939921572,0.47458498802100835,278.4121807852604,3,0.31635367424615674
65,58712,80.18311595094026,7,10,6,0.49720081181433684,0.9355140811906604,229.37264493988812,41,0.5362219002160364
64,146315,61.4401112301401,9,9,9,0.2770522454508729,0.8377176423505852,234.10214128520352,42,0.6119632411611384
44,125430,23.251263528223127,7,5,6,0.3402790965333907,0.38416039402594326,331.6434597773212,27,0.4942714129070462
32,85277,61.69215056107838,4,5,6,0.06907808587695397,0.22301495890776135,282.40206294462826,38,0.38678115978995586
23,69632,63.19966644745614,9,6,4,0.7624083789099512,0.7285652889140399,332.7198893660156,48,0.619879641516903
64,58031,73.67659110723154,9,3,5,0.8411266757656994,0.7253040988128672,324.55518523874173,29,0.6261277885450595
31,40478,62.466544568123325,10,5,1,0.14013543769284664,0.8901790186039585,288.5570519091852,47,0.4758285698567301
28,42551,96.95497091534575,14,8,3,0.7506524973058084,0.05046708917263554,249.88378981076346,1,0.4551006947802382
56,68068,20.53154256298978,9,8,6,0.12856949251407945,0.3525691825911694,284.7215560580735,47,0.291996626077345
26,113608,95.15797727714055,8,8,2,0.08554180311406523,0.03486696397847411,206.94735978272303,13,0.5640382723575488
43,55561,54.29560954465161,15,2,1,0.11409280554434742,0.21036834941550664,258.12009201176585,18,0.32090648123951065
33,22892,67.52365790899628,8,8,1,0.03178390565870559,0.39960598119363644,421.9193481312765,30,0.40307506041164287
22,119502,10.846698147766796,7,6,1,0.37607461386219576,0.12307005155932682,294.73772328192626,32,0.385629894750539
69,44395,38.67701819643259,14,4,1,0.9529220059096554,0.822286191002496,360.8590372288939,9,0.4083515865709403
27,38756,77.16853549985409,6,6,6,0.8992548953489644,0.2028814433114695,250.9225564081766,3,0.47552423266731636
67,136580,70.98419049480005,11,8,4,0.3319071450897939,0.41133816079573127,342.6505764394754,39,0.6179001490952449
20,107710,4.973799428375608,11,6,4,0.7946477174793508,0.8016796270730514,275.161811918927,35,0.5067284723532643
30,54651,55.112832086227215,10,11,4,0.8245858333944202,0.11672572752302102,301.3491132325903,28,0.5223826522672979
60,140155,9.739541103872535,15,7,8,0.15205841543272958,0.6196202622217271,248.56065276473072,41,0.5669832353283262
66,86333,99.58978648863807,12,6,7,0.2294552909471438,0.9405130978321266,337.5983234106565,48,0.7108151590218195
47,93745,89.83236226479617,7,5,5,0.6904956269957689,0.4542877893631443,311.2645584476585,12,0.5333648566506759
62,126539,3.0869853824251585,14,2,7,0.2640308088357549,0.24012975277918658,347.65825751292635,15,0.37584029021223264
23,69306,86.00630831136046,15,7,8,0.9381529184151088,0.9432008856449522,317.0720015634651,45,0.6227802390376843
34,41346,92.02353045528235,9,6,8,0.23071233809056835,0.05418473694953618,397.4386919360278,30,0.385407073068446
62,133561,36.00127403378205,9,6,7,0.7991454897739141,0.311597595628872,311.4822994430239,37,0.5474934290074776
68,48024,72.23066384972883,10,6,7,0.7581003364561993,0.8173353707039761,311.27673468875236,32,0.5309619110587431
36,114950,44.76827087457011,10,8,9,0.5037584366170902,0.15393645483404894,326.9105034828382,48,0.6478015917313982
59,138768,65.86801597305806,12,5,5,0.26327573225275025,0.08408383626805682,426.8887279961324,10,0.6005404656500071
52,60818,34.691423025520955,4,6,8,0.03385921961646454,0.45800673223437127,276.31014169896093,25,0.3852206751686187
63,25947,32.93336442669357,11,7,2,0.8283834958194047,0.3317714249904198,243.03613672217318,3,0.26692552503910544
43,95153,43.01895499690033,6,4,8,0.3777560519856429,0.7971592930130216,288.6532425563162,33,0.4628838112515929
68,106240,15.411208106597615,11,9,1,0.3401102428242603,0.3371446691516624,277.25188524294424,37,0.46118104045693475
22,147192,83.28275747910288,13,7,9,0.04449373995716488,0.6698250988783425,371.8388842613724,46,0.7283185287128248
46,146519,35.52109164080203,8,3,1,0.15132932614587213,0.5601943419946919,314.0209959015249,36,0.5838021959588864
54,114238,40.61480583667867,12,8,8,0.3679153955640968,0.5969930050978405,272.14588438447726,7,0.5148620571407495
37,87428,89.51140665751231,5,9,3,0.6908295808880967,0.5111416399884644,281.1361262605076,42,0.6443495003863894
66,49754,50.16575759225396,12,8,4,0.20732851011423692,0.13546075251902256,312.6188145843013,49,0.4288659818406935
38,83355,54.88113702573543,12,6,7,0.16361078474865753,0.062033872649352007,240.20093453978407,38,0.4125194055279278
27,78241,95.69331435293275,9,11,3,0.2622963817354682,0.5438984266442477,159.031724915663,29,0.5101281447954203
22,88960,88.78591193135394,13,4,9,0.28343355869817244,0.6494238083421137,335.33482428830916,19,0.5302528722798497
53,149958,17.77720417995551,16,6,3,0.4099827873322137,0.7253285113233217,268.64328267782525,15,0.5555421760931495
23,147420,47.848287961892396,15,4,8,0.3609358901655745,0.7221406728673881,425.1807590066026,14,0.5858838732059477
43,127754,97.158326515426,13,6,8,0.07392368493077539,0.7403117720336917,353.2263112948258,3,0.5354546291142351
21,33418,37.86426352463167,8,9,3,0.617912084260203,0.02032201486121321,235.84562800764465,35,0.3529203973968663
56,115422,37.78573774310381,16,8,3,0.13046293907611684,0.22349789502696982,264.1980534056661,26,0.4451714259127896
56,120319,20.30799294712628,12,8,5,0.8684310784817679,0.7295912297624376,307.6409437882272,35,0.6635050724218291
67,108593,12.317988297793397,14,5,8,0.8595138444139401,0.12358177759289435,370.1335881915205,33,0.5025592472884136
52,75184,74.2901742848422,11,9,6,0.07238758051110328,0.18658077399003548,278.4355196720146,18,0.30094089034659854
18,24833,77.23301640145013,12,5,5,0.413098981673267,0.6596021622142326,224.38636745923193,39,0.44813181520268486
41,95430,96.932283386797,5,3,5,0.4768813788719848,0.8081780337625406,395.67747155968226,45,0.6018674107264053
53,134246,77.56840287963094,9,7,6,0.9958680999223006,0.16248158636835552,396.7812694478289,47,0.6463915208202639
23,61833,25.091896909326273,8,5,8,0.2512591119035298,0.5508275335194175,237.86566994948905,20,0.23689560383744535
58,20565,4.971541250563029,10,4,6,0.6359502448789299,0.181344300674525,310.84102054280663,41,0.3145390813409302
63,60180,98.55830105259636,6,9,7,0.45708856198961867,0.20859060033809196,200.4466552591064,20,0.5589055732030892
61,38402,34.70461885881697,3,7,9,0.768593213240318,0.4819750502924819,335.40845935743255,24,0.3247277249682127
48,62845,31.885182700809654,11,9,7,0.24843751781035828,0.6738736773914757,393.88002134124235,16,0.46996689264674724
37,95851,90.68956576518886,12,6,9,0.6809212040204017,0.5741882967979983,337.8293492266837,17,0.7108786942000358
41,32834,58.924889955953624,15,3,1,0.12989144643118067,0.09242296655109605,278.1639157983774,39,0.3191013246923068
42,87850,22.27224621106432,13,2,3,0.015127087826946828,0.2855610356222975,284.48647042724446,42,0.3278530828272862
53,57180,89.02052802890772,15,9,6,0.018222968440292142,0.9381653840059433,379.82076894840804,26,0.5355492432699809
38,23883,99.3427246504196,12,3,3,0.4926896840619891,0.627642640321016,343.1736810406613,3,0.47401760035688034
47,129688,9.581177553932243,12,7,2,0.7707325760381836,0.6581231658171347,280.617295454483,30,0.6231084355081016
41,95587,86.36291120194623,8,5,5,0.5776272065140042,0.21114540572835228,327.9239901043814,18,0.5418448935141527
61,126520,39.66105407075501,14,7,1,0.03632302174522495,0.9582343159556422,295.3570760941207,16,0.49498445223566995
59,31695,52.883172204163735,17,5,5,0.55207757010348,0.20651075137974817,274.5206285646036,33,0.38354091400803325
47,147135,91.5667816007331,9,3,8,0.11325388013397808,0.2511618191324757,392.87715555611084,34,0.6322091425905569
39,43123,97.3645403817366,8,7,9,0.9653984954094028,0.5100966088246619,297.0904762028646,16,0.5437396579868483
45,78481,26.95422713047114,7,5,6,0.352573144221919,0.4959725736290701,312.3053635712383,19,0.37791405361355895
24,93438,22.072226325031465,9,6,4,0.5034148263349777,0.03262783558419313,366.4812060677275,15,0.39975119204143483
52,131491,8.971139300559674,14,8,3,0.3387388255277014,0.7437791272418967,352.84955092515366,4,0.3933804985777069
45,149525,56.61798741355166,8,7,8,0.4670933934226922,0.09645406323820349,322.2803961143747,33,0.6319413221110005
31,37573,2.346835149616159,10,5,2,0.958460862493794,0.05403532912101916,270.1334904365469,38,0.3739205213252712
27,141844,41.77793146338372,12,7,8,0.2605266982882487,0.5071617811465635,294.30157364489185,6,0.5235285946365908
33,114910,8.265017648548847,8,9,7,0.7180817673790664,0.048247831377314254,303.7438306079383,8,0.4380818541089916
33,76494,41.11735251000406,9,7,2,0.7552872847425298,0.20067480976858032,294.2367556100957,13,0.3535543606739312
48,32288,4.953286737295317,7,7,2,0.19061008727771533,0.39094829850678214,323.102109014496,15,0.2680796090421752
59,66978,83.68650880026811,12,8,2,0.7291479254811389,0.6031168158955852,281.36169098626254,43,0.6503525122102656
42,92420,21.764160399918023,10,8,1,0.6479944797411012,0.7827465004533528,257.5985716893083,23,0.5809531232227494
30,137845,33.50256232543329,4,5,7,0.2910422019576091,0.28955094872090104,256.4002618158314,49,0.4388880066355727
23,96095,87.13475166403279,10,11,8,0.522688249422181,0.4711826316567429,343.17687197862244,7,0.6173706066417066
61,74672,74.8803400718883,5,2,7,0.5899836921043273,0.9540825544178798,375.57978124607035,46,0.5048178602508229
26,81821,22.68479780256379,9,11,4,0.8365541396617352,0.3902147077304746,311.3139321054595,25,0.5096892309054984
62,103661,8.118042447092108,5,5,9,0.12482654483826117,0.7096476337762891,289.7590821591966,16,0.37293428310387855
53,89224,71.85170390867862,8,6,2,0.9719761080906575,0.27136345869116263,314.9903527973479,25,0.5927615947453924
60,109405,39.679552518122826,8,8,5,0.7691574375258012,0.6232141901240277,209.94685123554893,43,0.6224499907994374
37,132418,76.8419199127039,12,5,2,0.5349761767942485,0.8047302219034144,275.6841507028741,42,0.7011155342468499
35,123673,45.08418246514583,8,4,3,0.7762283987819066,0.9142246172506864,357.80646616643173,43,0.6295525897511431
60,74796,35.254238884255365,7,7,2,0.7331610425915251,0.9375204822996376,329.87943252755224,41,0.5572550038611321
38,64706,45.669335413027255,7,7,8,0.46012957750346506,0.3020332442369713,279.37529970285465,2,0.4236761971205685
21,148554,75.10733958139699,12,1,6,0.3360513573295073,0.20088094831487302,310.61133064193734,6,0.5597747761145095
67,143777,90.31980836749703,9,6,5,0.9886027474252286,0.8140387783594518,269.9555056092447,4,0.7634801621604799
50,24023,5.926952462268978,9,6,5,0.8843814053114156,0.6296158451534316,325.1069904775243,19,0.25195401773362236
44,134286,52.887042581468556,6,5,9,0.9509208562871301,0.414470862648323,340.4542233024769,37,0.6539670373534994
24,102636,4.250707479303882,6,6,2,0.048471376712416525,0.03627424003958868,324.76202802277714,39,0.3480992190870132
23,56735,47.37254495741151,13,4,1,0.8152258581410357,0.3077172310440276,293.09263997432646,4,0.4218079258815572
32,92959,88.64300008059314,15,5,6,0.8912275836397798,0.11134425089156164,320.81104527599797,24,0.6022435851349808
35,59218,36.79743637561066,10,7,8,0.4768925010945244,0.491961269516051,264.17348579002925,8,0.35374670733868996
49,32213,93.31259168698368,7,8,8,0.8909352230076357,0.8273993041696165,338.64445080372354,44,0.6067862845255004
28,121519,63.43023869341033,11,6,6,0.10087830336853221,0.3125948013243539,375.01411506608,13,0.506473841742185
37,142513,93.48137903550763,13,3,3,0.06047447982750409,0.3575944689400349,331.56445062060664,10,0.6035368096883136
41,118694,75.95949591583944,13,7,3,0.29155871730021354,0.7831869831236787,298.99651571345225,17,0.6256242426055271
32,48460,11.240081498227466,6,9,2,0.026242481221505076,0.4560798083147426,198.2554167291491,45,0.3450725777883128
65,144579,23.883985388705028,7,6,2,0.6839887842804688,0.6681877129906859,279.48892551709287,20,0.5135405761371783
24,84680,40.02287500376711,8,6,2,0.9269692813470232,0.18862508845510528,371.0811212820434,5,0.5211324235074704
38,137725,17.840581319195525,12,11,7,0.2950567530038788,0.2509414706320957,303.52298102520433,2,0.5303013201040586
59,51017,49.99624887288939,11,7,9,0.6596048064871609,0.6349841879195213,279.5286994366894,9,0.42975185758169226
43,118536,47.66544741444757,13,8,7,0.46804855005719226,0.11194482893128488,246.7277078030216,20,0.5369006877650282
61,112038,95.66966060471074,11,7,8,0.25505719452546916,0.1752692142414074,358.82719929273554,8,0.5869073562613024
31,50990,43.9390604067018,10,4,5,0.9185625253872001,0.3176156788073191,311.26054499292513,40,0.4148854756381153
54,39515,78.77705362451178,12,5,2,0.9579124783785918,0.1804598655977515,355.31639920541215,17,0.5136367170788275
38,49991,94.2491439402965,8,7,8,0.13475476854289448,0.975450210040331,190.7943109936175,33,0.43230596782176817
35,27634,87.82189426642456,7,6,5,0.7669720691648096,0.2561334686683795,333.57349206765485,49,0.4188061770533098
22,97034,21.65809482664759,14,5,9,0.18881684920719743,0.9545955080563603,248.1685247720248,13,0.40017034254638983
20,96452,50.106959531100884,15,2,6,0.4882233372834105,0.846377209978469,318.1497122831163,2,0.48887818376563563
40,49377,35.42623844729665,6,8,7,0.36098397494842116,0.3326151821259218,286.15308014054403,36,0.4014710956653013
43,53001,40.586010818584334,16,8,1,0.2439885761373931,0.5488020912537286,285.8652615146684,27,0.40791214053655117
54,21391,36.71987579832937,4,6,8,0.6758089084312852,0.33796527985962876,324.031296836912,41,0.36802851393899944
41,85206,82.80956180732541,8,7,7,0.8553961844127174,0.7031049911959458,289.9103844984534,13,0.5785020057907382
66,129388,45.7617664571223,12,4,7,0.781169939146803,0.36205317148541794,255.10255828658336,22,0.4961116972461008
36,62215,52.845738892224134,7,6,7,0.7222837392876529,0.46632605824467044,288.5877646566934,11,0.37119521136636136
68,99720,98.26228834766039,4,6,7,0.06625713175936188,0.7188476319212982,308.54706990985574,16,0.5129793084304527
42,47114,6.9379479469601275,11,7,1,0.09742688289244894,0.4164413647755967,287.8707143508224,35,0.2513272775947274
38,31882,49.307806339284134,8,6,9,0.46482963157678303,0.6893529623365123,280.9574129627621,38,0.35147536117111144
29,133142,77.63210898766549,5,6,7,0.5557630024162572,0.3702264089777598,251.86995269108473,44,0.5963357538148202
58,37273,15.965033860634426,9,5,7,0.7233862609712639,0.3993661691852849,373.80170065598526,34,0.341709553632664
50,126206,61.54162786686262,9,3,1,0.35585578539133156,0.3213662266495594,269.39337934171493,9,0.5589598593172509
67,65647,24.70701317391221,6,9,6,0.022926142934631133,0.9894331447155401,376.1007319387612,42,0.4868005248182449
21,102665,86.87300720923218,7,2,8,0.036101371827074846,0.5049018974346323,352.65037039937096,13,0.45725637812496245
59,84892,33.38286687460785,7,5,5,0.8548305564727485,0.22200000738965298,372.6223872311194,24,0.42628189431347596
24,62679,33.57721887319005,6,6,1,0.12855260855181816,0.5671386748057481,257.375667646603,18,0.4593750405884477
39,20427,60.22119397327146,11,5,5,0.9368938148053112,0.46901700294090076,299.3400627761122,20,0.37938072367612524
50,116952,19.172727903870964,10,6,2,0.3326279981197139,0.7788868884719743,298.83093955626975,40,0.47895141707666267
34,149669,29.203975251403044,10,6,2,0.5836530651738184,0.9357693706813426,316.56938061688845,29,0.6246583700932646
41,86267,42.24655316182174,6,5,4,0.16861819967083924,0.11073511256764867,294.2984342974875,38,0.3945205021337119
51,20799,36.01014845087093,12,3,4,0.4540374730102287,0.9812063220636668,283.31590673531736,11,0.2824301970712628
45,75659,52.962844582552655,9,4,7,0.8758092959245722,0.164908976934385,300.3784139053327,39,0.496081073027669
60,114409,60.36437426282766,11,6,9,0.9841327244533494,0.2733060313699228,273.92815538850607,9,0.624454864205444
58,27025,57.10007792126629,18,8,2,0.7665428415433118,0.7753661922749706,275.70086386326903,12,0.3634004597157923
56,34481,65.76266288720129,11,3,8,0.7646175921857737,0.1554515156038293,336.46123824138755,2,0.3664434369064995
39,45411,31.467202144174205,13,7,8,0.8853125003412955,0.8174977949035281,313.88366178664603,34,0.5200921671714049
66,116894,13.516196488347777,12,8,8,0.24489320071079512,0.6734896572537058,192.44120882705286,41,0.5332207662893481
34,125928,76.31994660167663,9,5,9,0.7362666961957385,0.8052911707839233,356.2496459385951,33,0.7435764173318078
51,143014,85.22725788043752,9,7,9,0.5583364549864115,0.5634317489699933,344.0330754730834,0,0.6766978556181791
23,34961,26.443616990020793,12,7,7,0.2616823429993348,0.9841452530160989,278.87339121987753,2,0.2922607324336245
63,41767,41.302103659643954,17,7,5,0.05547275508141958,0.5929373321657543,326.82094987743477,45,0.4905085445212686
23,140895,50.358352479391975,9,9,7,0.20082045156669814,0.3955447428218961,249.5102305435924,25,0.6064375287717501
51,71690,53.7993574325407,13,5,7,0.6501901238337432,0.9664436051647277,269.9500564457417,29,0.6448615155810052
18,72870,66.28952693767754,7,5,7,0.5698474803257367,0.07363639924971421,303.41509888848844,45,0.402371132412038
27,126536,5.118720102176813,8,6,8,0.06927085916269204,0.5146445360076,250.32080389807754,3,0.5130712174166847
38,56135,72.42623119066768,11,3,2,0.5623118322449078,0.632084037620202,372.08005882235585,36,0.5452463349619334
22,84514,7.135129690961617,19,5,4,0.3906493186123804,0.3454176726407894,261.638222623396,7,0.3537316125991109
19,106928,47.360568199613915,2,8,9,0.014931696792809035,0.09201211363390482,354.724051708975,46,0.4547317668272126
39,148705,82.93944242135022,10,6,4,0.9094921382218332,0.4100424430027835,194.21193869735825,45,0.7834949419012406
65,98798,45.67031601456123,10,6,2,0.2583761443148066,0.8105798977550821,305.6717478465749,38,0.6022049576782822
19,90765,15.75988512805653,8,5,7,0.5533954483704244,0.5711564808415929,366.1360689151196,36,0.37765013904102546
27,43772,98.51835065559001,13,5,6,0.5891442908479496,0.7578793835147598,246.6704617887395,30,0.5658449753588615
51,38799,89.03926074535207,11,4,4,0.4988090227902201,0.7176749082457584,290.9202398782731,29,0.45725411070112365
33,132051,77.36004968927638,11,8,8,0.23958200894755777,0.2865576722935975,254.66314689624292,25,0.6315442005555902
65,149941,41.73964868702183,12,11,6,0.40736654228136504,0.25352071306423163,306.71549709791924,15,0.5360008801853028
68,43555,19.20072696204048,13,6,8,0.2903310480896638,0.7909920677096438,294.1465198140911,21,0.40871465985036837
56,112152,94.19970696043163,6,3,4,0.43355631533202743,0.17016297437167516,252.62447850864427,31,0.5746313688313555
39,147219,53.70276152519676,5,7,2,0.0826605294170446,0.5653209803084347,383.64878022445566,45,0.678600834738355
29,39333,85.38319057836102,9,8,6,0.1659480567614935,0.9564214277649039,306.58250523778787,42,0.5795367643620329
41,24261,34.86740557018315,10,9,9,0.1375168172928587,0.5254777935569716,409.5945779660293,12,0.32514284998818976
64,139833,34.19354339086759,11,7,9,0.5950016787448694,0.8067014103784071,260.75935784919704,24,0.5670101770703949
57,89002,98.56850758672987,9,6,9,0.6558956177953319,0.2561379310018844,284.35628665243706,13,0.5926932405797389
55,66553,52.66147180099013,13,7,3,0.91395602653932,0.05802347952828424,215.80029797197858,0,0.4013219105128659
27,23088,14.928846962213884,10,2,3,0.26216215789856545,0.34825575481219306,175.16555039992124,16,0.2081731568191165
52,65783,22.747793121476032,12,7,3,0.39348878567299583,0.5749222398657359,373.3035778726388,39,0.41726213259364064
68,21115,48.712483659879354,15,7,5,0.6224308784484848,0.6399252162761191,246.3780507385461,15,0.2794303906361766
66,90114,5.204620138352722,8,7,5,0.9717558537921311,0.5361761888214328,302.75704595763506,20,0.46208845354164135
49,88126,46.79086455245175,12,6,5,0.3915170801112421,0.43291993010540497,226.78423452636505,38,0.46226353126494385
24,92908,42.47514336593263,14,7,8,0.28961583845308814,0.9853964262598819,355.33090575308364,49,0.5933811792988519
38,89109,78.1542902666292,8,7,8,0.38779461479289856,0.6885037925882969,284.25725593054807,44,0.6045520415501541
37,22978,36.139254484434936,5,4,8,0.3092990879342774,0.9538127746155574,313.01382091956646,26,0.32630857062213825
43,128943,98.27232739242034,13,9,9,0.08508911370752614,0.17656878808128962,290.7986699743559,6,0.6910031862623363
21,29422,18.896222010789412,10,7,6,0.3459847140417367,0.9995444905261619,349.9865887935784,27,0.3512340572290826
63,63626,59.50768181184535,12,7,2,0.5853248692539038,0.7030048704990408,371.99621189316844,30,0.5225984078769577
69,109233,9.880230403817208,10,5,9,0.18279287426553537,0.971946260375507,274.66865645906535,41,0.590009886497154
39,76174,73.65253441540422,7,9,6,0.8336626450525751,0.6059920749456558,339.33021107883405,34,0.5569743895848458
32,116356,99.48061511813518,5,6,1,0.7353608684662325,0.15400698707099658,278.2365128581263,32,0.6947938830092767
57,57743,82.09472513741159,8,7,5,0.5585855542701806,0.34807716167432545,347.95064826683426,28,0.4704731392119339
38,90461,56.014650531309826,12,10,7,0.7374943631257284,0.052998406383693575,253.89525495584604,43,0.5426068400635383
